,transmission-parameter,beds-H,beds-C,death-no-bed,distancing-reduction,HR-shield-duration,isolation-efficacy,mild-asymptomatic,self-isolators,informers,found-and-isolate,prob-InfDeath,prob-InfHosp,prob-HospDeath,prob-HospCrit,prob-CritDeath,immune-mild,immune-severe,immune-loss-when,when-symptoms-if-I,prop-high-risk,relative-risk,intervention-duration,blocked-bed-effect?,distancing-option,isolate-inform?,high-risk-shielding?,use-age-mixing?,trigger-type,trigger-level,Switch-level
10,0.11926657278316102,83.93096704657627,9.963828570133884,0.5283316855115157,0.1873128099227006,51.215187366239235,0.9082335585039059,0.39369761567170025,0.8264245899772017,0.9394760589207555,0.8562665678488288,0.009944932638207058,0.08259962041200178,0.23266472447071862,0.7673352755292814,0.35071819965105444,0.03451696046111341,0.8967770285014459,8.74107135784125,0.7527320969007433,0.1367232608654025,13.891917788488442,34.136827704761004,True,"""ByContact""",True,True,True,"""hospital""",43.236740805845244,1000.0
11,0.08293394920602142,31.844507994096805,7.729414686200924,0.9662743596285527,0.7508605611013396,49.93601495075523,0.8095356615233843,0.8884966679072356,0.14962146949563704,0.9758271007120892,0.5791539700604983,0.004123565124374733,0.0022742125467833385,0.11888077037868494,0.8811192296213151,0.865385337019465,0.005710374176041366,0.9687349092628591,5.91980297361764,0.09063439733968791,0.09834528135573024,1.629547884175889,35.67967356718405,True,"""ByContact""",False,True,True,"""days""",174.0,1500.0
12,0.13509704953139506,70.30965395704804,1.8212034144890765,0.19837602526493814,0.9917895556650826,17.849839347922664,0.9595146047593236,0.5534974556615184,0.9618292730690045,0.25154197029008996,0.9252027554000649,0.016090072256815708,0.006187937777004743,0.14924266605349878,0.7294092712030997,0.5898554185386563,0.3140364508432948,0.6558354128098962,12.424656274749257,1.501802819529362,0.08252145968367414,4.652634986073032,49.26485458129125,True,"""None""",True,False,False,"""cases""",1190.9736851707853,1500.0
13,0.026322600348338804,65.12084400261713,6.035836791031089,0.9971435817658274,0.6224113096085656,16.8747206050017,0.8324811141154665,0.46840860864197187,0.30384705995461325,0.4100589325442593,0.6983833007734529,0.006759448753911257,0.09349441417469972,0.12204577484358481,0.0039152371573416556,0.0620699375538174,0.9650258987209155,0.3464057500488882,21.306378600355856,0.31753047776066035,0.16018191201236,11.572860608984474,30.069419618309922,True,"""AllPeople""",False,True,True,"""hospital""",9.60307048996279,2500.0
14,0.07697483976696054,46.972783573035024,4.911578329676672,0.6918860707337212,0.0035331147918488126,17.336000617615042,0.9902466567106729,0.18956618490468924,0.9713011203407073,0.5211557174710985,0.03738461426028006,0.0029042442177586846,0.24894886272769734,0.7849428197548658,0.08621042666570877,0.9903085133442016,0.5619422221973255,0.6214863239478785,18.55331653135132,0.24803329138235647,0.19576843994654203,14.473757425273552,10.440214511032679,True,"""ByContact""",False,True,False,"""cases""",71.19921622692227,1500.0
15,0.1051207034510691,59.647950660840685,2.549173560228005,0.5925909863371357,0.35904793399249135,20.7303139335329,0.8251447116351325,0.025787687571988682,0.6360333461365104,0.49385277929390514,0.438517749856573,0.0034505557056231885,0.2342843975074393,0.4818891128239343,0.5181108871760657,0.6182779629975172,0.41834518300688084,0.2771410526135062,8.345053845913792,0.36469410654117734,0.05963501978156534,11.101550298987176,44.14217859698868,False,"""None""",True,True,True,"""hospital""",18.47813271802996,2500.0
16,0.06015508311933965,89.72744100621144,9.238615543823807,0.3713435001200843,0.47038008022848854,15.707483592590727,0.8650324581529667,0.618885725269527,0.48652741522530496,0.22446750071614374,0.7970026322482603,0.010611010976451996,0.10118193177381768,0.21089308324875,0.6701684884868664,0.822928930902084,0.3711782660803028,0.26475327094059464,4.101107000823489,1.6615211412892907,0.03585495600381144,6.651144805990497,37.03645199522746,False,"""AllPeople""",False,False,True,"""days""",53.0,1000.0
17,0.10054133118827731,12.047154711363318,9.552789470202768,0.017904393742892655,0.8959524279369563,40.63392200340802,0.865563508912683,0.11359890420263175,0.11797705843379813,0.487451489770526,0.5158597143367133,0.0005502911544844791,0.15967108135618177,0.22361187163625285,0.38594756541082,0.4199875871055011,0.1369173743293397,0.6008803324086041,15.367158055011673,0.6247336388060861,0.04169636754944772,9.773149602237615,42.49306588691503,False,"""None""",True,True,True,"""days""",70.0,2500.0
18,0.0321920704411448,41.11581223006154,6.456235901528251,0.3505454428510041,0.5925015013162619,32.78685990611757,0.9158926843078814,0.5547174532933101,0.4158226243922065,0.7697481091013989,0.09052698086007249,0.005111310248372207,0.16547835883257464,0.248500007969076,0.751499992030924,0.8788741676889724,0.8784554715096831,0.8371955518317125,11.628600426161015,0.4275412576082597,0.1605965873261317,13.085621261852111,24.650077827442765,False,"""None""",True,True,True,"""hospital""",14.088875170512633,2000.0
19,0.094091673459799,36.61189511217257,2.944185970375768,0.536514455439421,0.0660351857437732,43.05320581999505,0.9507747223820789,0.17663266624456364,0.8045740500165203,0.12162644751542295,0.428861336619365,0.014155883999609542,0.06827821977319443,0.011031311050443526,0.9889686889495565,0.9566487247852693,0.3125114694875535,0.1188615840561057,22.53751518799343,1.002354765844025,0.1747483399887279,5.418084535137336,35.69986411786487,False,"""AllOrNone""",False,False,False,"""days""",149.0,1500.0
20,0.09659545173818575,85.04066893360572,4.440966518709102,0.45963593238012157,0.9486374251757159,23.981855929112747,0.9226114441710569,0.7988056682376197,0.6637582799352914,0.6989361898776951,0.9596591328678143,0.017810846453109905,0.10882038625553053,0.28366922200852496,0.6831276475541999,0.8962160744479624,0.6365251532964381,0.8525035950295816,15.298807802414226,1.5937532095795592,0.019862048757917285,7.774162454959848,35.16845761580489,False,"""None""",True,False,True,"""days""",134.0,1000.0
21,0.04188804006113498,37.346301246341596,9.35453939365526,0.46120839254193924,0.6902662800595781,30.85010781697483,0.8859929720851053,0.6139522437065122,0.5158786129856676,0.8710060346003455,0.48605213223850896,0.016900605807011797,0.22423648410095345,0.4797295601872872,0.2769308293706607,0.7622555118018355,0.5851882537626779,0.10615511699143398,10.465429295943665,0.5801773589346301,0.1315122322176749,8.518036694865053,24.40497477408353,False,"""ByContact""",True,True,False,"""days""",189.0,1000.0
22,0.02266952140962094,77.8907371034806,5.395549139378501,0.4220829627025019,0.5065636579688515,9.600670433192459,0.8195197738924569,0.6209628786312605,0.44085358128025665,0.9366791975522404,0.8661249155387002,0.009177588963850026,0.2112049127865363,0.6249709082882747,0.05141298343207423,0.04379390465748456,0.3197267052352285,0.28749594559630964,24.74353637209913,1.056842149766332,0.12713516572447775,11.877115196745551,37.117275856690995,True,"""AllPeople""",True,False,False,"""hospital""",40.32396070006451,2000.0
23,0.010264644458701382,97.7714976345263,9.510218380575312,0.022592405271476546,0.44679646137402096,1.6907208375526779,0.8687751834667545,0.45573193974036474,0.7134949355818643,0.015934740035062567,0.48111082148703943,0.013779891303111455,0.049622147879557266,0.11161327688290157,0.5872177102361593,0.9204710694947958,0.3905837366638122,0.2944086883026109,19.898871142228757,0.07879356595253198,0.19186778540117985,7.891049542784023,9.890635336256551,True,"""ByContact""",False,True,False,"""days""",140.0,2000.0
24,0.007636678210675601,91.14507938517013,7.101547554482288,0.47893442485021964,0.07490488027190612,31.67498295129894,0.8522259168674821,0.8395401880049859,0.3883037120451731,0.021133486510060973,0.12773021193864387,0.009496074591264203,0.12337554103452311,0.09530246004349852,0.9046975399565015,0.3865602411406973,0.9721928528567673,0.12238102406038154,19.425403334843338,1.0654274589166939,0.11057624836889245,6.756438626543416,29.62747041113081,False,"""AllOrNone""",False,True,True,"""days""",127.0,2500.0
25,0.07851422436596205,92.51046391015814,1.9312925326262564,0.01660652347135938,0.4418900378495143,21.1758671986412,0.8415119521648032,0.9629653426233082,0.7416499923539065,0.17532856147480413,0.6551191826948718,0.016311315156767998,0.08586015009136944,0.17381402378431532,0.8261859762156847,0.7100643566947223,0.8938039001275371,0.11285000588866867,10.49109238262238,0.7659479781045011,0.0896546923296401,10.291782404934656,27.89541400262121,True,"""AllOrNone""",False,False,False,"""cases""",125.49127951501582,1000.0
26,0.025242112194399566,22.00035354537334,7.477667968389103,0.697303047384226,0.15657802633660944,17.938835066053137,0.9571910223114718,0.5562072724796487,0.20131724363434034,0.5233958254640535,0.7318542173415509,0.010929204523720861,0.13747880453501782,0.16994895790309283,0.8300510420969072,0.29253320294756624,0.26790648972860376,0.7995447919392061,7.885768387783544,0.12295623570560174,0.1261131488845894,14.120162708885672,8.223075489351883,True,"""AllPeople""",True,True,False,"""hospital""",20.850427025494543,2000.0
27,0.06531067506732911,56.35847055047161,3.6389400543907224,0.9214093523876898,0.16019848615811172,43.938737690644444,0.8636538269564967,0.24091407432705259,0.0031187094488545064,0.342538281030617,0.07108092919163178,0.013135575711107846,0.2098751558826561,0.17797131801630073,0.4699112147531379,0.7238480568741344,0.1906424191559717,0.5093584414869008,23.84455196902035,1.009557043489428,0.09914046987688314,8.795661820280571,4.365230115014256,False,"""AllOrNone""",False,False,False,"""cases""",952.2842166557625,1000.0
28,0.06455733004486287,14.011663308131894,3.00287805045109,0.6856309638265067,0.647889599241821,30.191162016096094,0.871715322938204,0.3427023006965716,0.29288762508525823,0.5880883713395355,0.021632018768964256,0.013274342748383745,0.2013332309945309,0.00952328314083073,0.8485933577094948,0.44323295841534227,0.9118015969930872,0.15974139635724494,8.958104263863966,0.7521939568821766,0.17802638108409652,5.098630996796956,44.2436973589599,False,"""ByContact""",False,True,False,"""days""",6.0,2000.0
29,0.07294203338168705,11.836490153774214,2.197526982478192,0.463036618708233,0.43165250886859763,32.907361484020186,0.9749603839294969,0.4759013658116775,0.4748154443478383,0.3788720310297118,0.1602065069152656,0.014793859803055762,0.00635605702260969,0.2722392361949164,0.7277607638050836,0.6784973817032186,0.3234912836745345,0.18575073571142664,16.46247653737467,1.0671562986553083,0.054557514403493546,6.428246841475664,11.203563084493979,True,"""ByContact""",True,True,True,"""days""",32.0,2000.0
30,0.04794379086991639,85.92142677050548,4.352830036515286,0.9610287257496911,0.5228302980105125,36.32523141161347,0.8130001301295787,0.18788912041885686,0.7272757103588539,0.26265601554323126,0.7776948681769991,0.0018979075399594093,0.12262026624928057,0.20263240676651162,0.7973675932334884,0.17592598595716769,0.452007404517617,0.8872368928319998,15.419911604531386,0.21125945139211716,0.12773868544060527,8.033679066545606,41.17306627864535,True,"""ByContact""",False,False,False,"""cases""",1969.8825904718012,1000.0
31,0.11669808644696356,34.657623499139156,6.236575946478366,0.31302769357333904,0.49286522532002186,40.26833491736474,0.9898589170783334,0.20715463734894768,0.5542184896975896,0.8544441923867923,0.4369919491615315,0.012993600450036898,0.02748935568030539,0.860057993547728,0.13994200645227195,0.6515914378955218,0.24361250958766123,0.8555717938675583,24.91755687163367,0.21922327805886788,0.18919083984117946,7.156896719731526,51.09726799111203,True,"""AllOrNone""",True,False,False,"""cases""",822.7431821051505,1000.0
32,0.04793492145054676,48.52784373826453,1.2976895295967383,0.3530210892090411,0.5795704260543036,1.3410492386171975,0.9762528703921982,0.2783671991721747,0.9156407268911089,0.3863706559322898,0.8934509323067131,0.0071431151618195935,0.13513310157768485,0.8058419357174571,0.1941580642825429,0.986680538261347,0.036339388548443874,0.3692737164869061,13.408163679930746,1.067321286461126,0.14607807543769924,3.3327281228213046,22.73026363125937,False,"""None""",False,False,False,"""cases""",1310.6882204417216,2500.0
33,0.1288009858967788,15.66053343241528,5.150165477605839,0.7996786137135075,0.3636033412133868,18.377892385858825,0.8519727352643656,0.8045965040857602,0.3178163749012163,0.15574620262986827,0.4860666841174123,0.00883042218795265,0.2238144784250551,0.007997968698084001,0.992002031301916,0.4940086345898035,0.8325938959430966,0.46611557028305306,21.237964174713586,0.8432998486518165,0.09451896096942412,10.124388730055886,43.271900225023835,False,"""AllOrNone""",False,False,True,"""cases""",841.7582059333205,1000.0
34,0.0127195614194328,90.27528619215599,5.000985571680898,0.8619876419107969,0.39549798200128505,12.400334687305826,0.9531938026236538,0.6973840643520163,0.37672904464961676,0.554687284732632,0.6281747303501387,0.008236050889995667,0.19271125919218232,0.26247134657224624,0.1609523874755735,0.8832939432384153,0.07399927803426076,0.3923445079394927,18.567074373028795,1.4663281398548846,0.12544966131317623,14.371122649818712,14.308066258496329,True,"""AllOrNone""",True,True,True,"""hospital""",7.569192007929551,1000.0
35,0.014634717754718656,97.65476166974494,9.65174582794836,0.42653584595390814,0.6154714311609942,4.423801368767544,0.8019101602687141,0.3978119536601129,0.11126870661415533,0.9876145324729754,0.8900747943106686,0.01621721062367359,0.19778449127675748,0.004940877477470185,0.5869203262559815,0.3298495810696265,0.5599500557744199,0.8453265934206357,8.558459781067183,0.8923615395545531,0.13502467193121057,2.3433826458964635,36.77174829658554,True,"""ByContact""",True,False,False,"""cases""",734.2792617911297,2000.0
36,0.0393635456948393,39.365563217202904,4.594428675953674,0.9952442880023142,0.5618181757477558,15.874065913981779,0.9189349233126287,0.4445351246405288,0.434325627745041,0.7219384470821404,0.9940145672436747,0.0027171968020966598,0.14066187910810343,0.021588692282410005,0.5243783600283147,0.8012935266262717,0.06982347659683596,0.274733868943731,24.218352776678998,1.8173813910907617,0.038156570140048675,9.94445218127849,2.143533586947196,True,"""AllOrNone""",False,True,False,"""days""",112.0,2000.0
37,0.11553790592994205,8.693838788327547,1.7861726708824,0.8392900602183779,0.7246527999462318,37.26840435621778,0.8843361754148248,0.2529306468855538,0.32339380902965753,0.7662118366377402,0.24726195903830406,0.017359190377062843,0.24974724917496674,0.2566454598253294,0.7433545401746706,0.7617370649180758,0.877856631786307,0.7284687034092757,14.417911227308288,1.9557852026269098,0.06716890809296294,13.686756911239453,16.06754697597848,False,"""None""",True,False,True,"""days""",37.0,1000.0
38,0.10766230405666079,78.14115666502902,5.472025930876817,0.8134304126791867,0.8128169783352679,40.5716213185785,0.8591167045732241,0.7269465991901676,0.6871283652714268,0.0012124435673757095,0.5231711815063786,0.007791348881283149,0.0005996879840279024,0.6924875160271805,0.20835146613686895,0.17660797410710305,0.2051637320070555,0.5458786269310578,15.625805364768846,2.3448981862242055,0.1203760779612944,12.882853345397939,7.930836398985787,True,"""AllPeople""",True,False,False,"""days""",106.0,2500.0
39,0.07729365519081242,61.80976582784058,3.969717571798469,0.32396264300044275,0.4320171069303139,37.72311208630332,0.8457423608642074,0.6853807855419535,0.03017587182329451,0.16478504011107364,0.09875052373489446,0.01476392617468343,0.12061022338838656,0.04575116348203767,0.9542488365179623,0.7922028228616339,0.5441774214385522,0.2393891487297498,13.671727654632281,2.2130638305063495,0.07683378904491839,9.560642736895694,45.31967039276452,False,"""AllPeople""",False,False,True,"""cases""",427.59884112924476,1500.0
40,0.14268652475180538,24.094126377920556,2.1144495977399744,0.38513844975060363,0.7112742103744439,37.52473688493315,0.9404791390625242,0.4716400597763122,0.2180498825715942,0.9794903457633497,0.2875574541277607,0.017099679366923387,0.11343815344024805,0.20394821989151657,0.7960517801084834,0.8975812128533829,0.544250136185477,0.9914363506988356,9.816452553512562,0.09823287360444928,0.16984720946486573,9.880255846510781,46.61548537716059,False,"""AllPeople""",False,False,False,"""hospital""",5.509222220021331,2500.0
41,0.033539173011012814,46.21282510229069,1.4225388753089574,0.9384263250452611,0.639894711107456,37.0903591798645,0.8408932426198836,0.02656522379126125,0.5470661702854364,0.35306253177399594,0.13663300409997692,0.000649111556872024,0.1406762517660446,0.03210060782737978,0.43138860918358213,0.9810799117945354,0.6411778446810026,0.32084039172190604,17.028560238247636,0.7471557111487488,0.03613446053255087,10.9230958288145,26.051016610083092,False,"""ByContact""",False,True,False,"""hospital""",16.363464528918705,1000.0
42,0.14188118166702016,87.35996002838336,5.160626491935273,0.4892713172757407,0.22443440841170725,6.139739279588332,0.8987736384965692,0.9726509877983053,0.059531854908669524,0.009739993402566482,0.5946488578014546,0.011442623935174383,0.10001130368006536,0.6127554663935135,0.3872445336064865,0.9223520870728646,0.10810806241692639,0.22770015375697583,11.101175296039361,2.187506820892772,0.1286117388748944,13.36986088886665,27.921404028118772,False,"""AllPeople""",False,False,True,"""cases""",121.40786807550712,1000.0
43,0.029333730165261987,24.871812288814155,2.9699327622957616,0.2165800188275634,0.745942329449761,24.360773581242572,0.9357341902094365,0.928799679697106,0.23721018330237942,0.9643016790370864,0.5022529795690851,0.01019443468018416,0.01720633893973672,0.19894655341996625,0.2851730797774563,0.8395280489592495,0.07037500635851568,0.5713695178797373,4.079820476005949,0.8645731497405706,0.06216308633454677,13.564425753366919,38.29980240007314,False,"""None""",True,True,True,"""hospital""",26.139838094881924,2500.0
44,0.11998956471034558,64.03596263044375,1.1367767430272713,0.07543925135512564,0.4585799421884197,36.712850445463054,0.9185755927606203,0.296321919049652,0.7725346986267546,0.3184074740603584,0.49656642983259636,0.016636529966525232,0.0005315405822221564,0.4668875886485304,0.43494971951927397,0.12691709348972935,0.6241780870758967,0.842074050137949,15.374879341373914,1.5588491277152603,0.027532547785490483,1.1566456225895785,36.024514989173596,True,"""AllOrNone""",True,True,True,"""days""",192.0,2500.0
45,0.03927890026637389,41.82550916279758,1.5075052024733437,0.9320649010589946,0.6436456965298027,26.81538067079812,0.9517110816769387,0.8845945749297438,0.11783408655138583,0.5690334604352677,0.9533168251758629,0.010579894454002472,0.12075548464844188,0.24814668117299843,0.7518533188270016,0.9110638802186207,0.7085503823539467,0.08352510264143498,18.736272838090798,2.2676802235706384,0.1068105218112611,6.865486373124486,6.232329332476981,False,"""AllPeople""",False,False,False,"""cases""",673.4031764460346,1000.0
46,0.07756399187541184,15.451985916623535,4.493219171312601,0.14072440039704137,0.46248153124952196,10.386695956923884,0.9122310500629656,0.9364618070977363,0.9343339315689464,0.09511228331178534,0.8838461847098154,0.009361237212879868,0.059449844199990054,0.26425337589661835,0.7357466241033817,0.4458787807794179,0.20781887381030073,0.024129896036474863,6.015443680148445,0.6279934642332458,0.05543767413457408,1.209138542909583,9.170747393110743,False,"""ByContact""",False,True,True,"""days""",166.0,1500.0
47,0.04163687260958434,37.01934239009367,7.622794108035068,0.1650141670001456,0.04952560521555116,27.414192581654795,0.9058838709971233,0.08015171025611245,0.35173361083884824,0.9229284094763933,0.3895818580486923,0.01123334201154812,0.2399951251706109,0.28828341339043284,0.18195872285481163,0.5312420445964182,0.22534836695864924,0.3013556681786621,20.435095764338918,2.305593953394531,0.12499124397497421,11.536130964848471,26.103552931553615,True,"""AllOrNone""",False,False,True,"""days""",140.0,2500.0
48,0.00332247580198739,10.491757529516498,5.783306437661741,0.9862190082300409,0.263292706983248,27.478813296635575,0.9395339150426454,0.8588957545726736,0.013633760886763047,0.5440429971431494,0.1849085847273445,0.013831206767195766,0.22402424704078547,0.4674426266027152,0.5325573733972848,0.021097950425121637,0.4093685857320123,0.9135261205905393,12.171483594314209,0.3819198926960829,0.030475234332387992,3.174772424662406,50.089299893110464,False,"""AllPeople""",False,True,False,"""hospital""",9.26540873441251,2500.0
49,0.11038388051003703,33.80839722042898,5.121647214916476,0.015541629012907232,0.9714963906803086,25.22981734051347,0.8033820601000237,0.7954010748113776,0.42477308789805945,0.7776695234702363,0.09392689931341724,0.006566771509516201,0.24004188379490246,0.5288442142607216,0.09356682814999606,0.34207129301282446,0.18131655705373062,0.3692038901518404,22.139029980889138,2.3608285559030446,0.00036112202918243687,9.504999075561196,5.227628930444707,True,"""ByContact""",False,True,True,"""days""",145.0,1000.0
50,0.010857397469759588,84.37894438851173,3.330180321172962,0.18959256425368232,0.9414318198604289,48.76104381054751,0.9268112903534912,0.813154331967226,0.4536022282914234,0.6183911639897037,0.9270909435599045,0.013407946989247433,0.19152429531196982,0.4556648703693025,0.5443351296306975,0.3928531060157796,0.6063153431070708,0.7069747526924365,22.69397565448103,1.9213636507919063,0.19358299788460268,4.013336090988698,30.499169434161004,True,"""None""",True,True,True,"""hospital""",40.30375952621058,1500.0
51,0.13211766961934066,53.33796895873326,0.004356054509951912,0.5791751228119859,0.6620481955571544,43.7181617694975,0.8135670411355945,0.24608356291835976,0.4427590845181433,0.37493243332065984,0.9354614611695606,0.002765489316694074,0.1649149569666468,0.30872282936443884,0.6912771706355612,0.569987284657137,0.7978738745125529,0.3954433254461742,17.216215168474726,2.3042148438983032,0.14479054553423665,2.9510264500102616,46.00888244019752,False,"""None""",False,True,False,"""days""",12.0,1500.0
52,0.07662021102781441,44.01570140128885,3.676879667594118,0.45774800315991393,0.7810253634771368,11.486396957770172,0.8971013404099875,0.1685183002204097,0.6607380844823146,0.21379841229841212,0.05846005272836363,0.0041850653858791055,0.0753137853352718,0.10742411300953092,0.15709542307194369,0.6651582974407394,0.37249916534007976,0.3718932651264035,10.87385983902231,1.464400183571936,0.014077033991270983,5.820946596276402,8.756483862213626,False,"""AllOrNone""",False,True,True,"""hospital""",24.805351528699468,2000.0
53,0.04556134588105879,71.05687632189922,2.1318032264431697,0.9468037202477412,0.8698629460197076,25.036204763565568,0.8190744972902511,0.5171426542150532,0.9056396260136245,0.8574795659036365,0.9611815185382854,0.010010805945611864,0.1398118469714434,0.08389203361013298,0.2891083185341595,0.7262352651467257,0.9329985745523858,0.4588646787955367,20.458297626983843,0.8589971726300274,0.012969304128458647,8.494440847907061,47.4295033367275,True,"""ByContact""",True,True,True,"""hospital""",1.1729156457366483,1000.0
54,0.06818129288410886,72.24159773710186,0.8654480336725201,0.2036023134885463,0.9210590248857048,15.299732375849086,0.963005612100674,0.5365201146596279,0.7693329986224354,0.0676864795502844,0.9218856675857384,0.007495569100019122,0.08972139244582458,0.2005976708370496,0.4420716610627963,0.05283721777057648,0.8471276321924424,0.9180099762656931,25.282538649495446,0.5308184770380125,0.002463126415655337,7.8549465229080395,8.795259702034897,True,"""AllPeople""",False,False,False,"""hospital""",18.208243175189978,1500.0
55,0.0413240081598693,76.84019353647624,7.822639103147576,0.5519471807100604,0.9342557027769121,24.738034214229103,0.9041388892795366,0.49193914185675847,0.9261938442430483,0.4988706516904613,0.61478303718144,0.013908709286243756,0.001914440617483859,0.0801257561981783,0.9198742438018217,0.09505401110559641,0.6652271908663698,0.0018218840656807345,24.553057009131226,0.6462651857170156,0.17196528231530694,9.65052104539045,12.947578972151113,False,"""None""",False,False,False,"""hospital""",22.820571880742357,1500.0
56,0.03945561742834242,84.71482150133362,2.868472324861695,0.7320638150657872,0.14311959644878758,46.93285064255553,0.8180357353567838,0.690025359036685,0.6951395015877091,0.34697072271409346,0.4803970660807846,0.018155790366336293,0.13678207165024067,0.1739869783385698,0.8260130216614302,0.7657716492813784,0.31930945191404136,0.4586777787146624,24.097008456471613,1.1277658086602758,0.10077141982164889,7.265791458164279,27.070273867520285,True,"""ByContact""",True,True,False,"""cases""",1365.9887918460588,1500.0
